src,trg
"yellow jacket chases pigeons . the men in wearing with backpacks . shooting candle lit rectangular dining . how is jacket ? how is pigeons ? how is candle ? how is dining ?","G.add_edge(' jacket ',' chases ') newline G.add_edge(' jacket ',' yellow ') newline  G.add_edge(' men ',' backpacks ',action=' wearing ') newline G.add_edge(' men ',' wearing ') newline G.add_edge(' candle ',' lit ') newline G.add_edge(' candle ',' shooting ') newline G.add_edge(' dining ',' rectangular ') newline G.has_edge(' jacket ',' yellow ') newline  G.has_edge(' candle ',' shooting ') newline G.has_edge(' dining ',' rectangular ') newline"
"while fans wearing teal . teams take center .","G.add_edge(' fans ',' teal ',action=' wearing ') newline G.add_edge(' fans ',' wearing ') newline G.add_edge(' teams ',' center ',action=' take ') newline G.add_edge(' teams ',' take ') newline"
"a road through splashing water .","G.add_edge(' road ',' water ',action=' splashing ') newline G.add_edge(' road ',' splashing ') newline"
"young boys fetching gleaming water . old men holding yellow cups . how is boys ? how is water ?","G.add_edge(' boys ',' fetching ') newline G.add_edge(' boys ',' young ') newline G.add_edge(' water ',' gleaming ') newline G.add_edge(' men ',' holding ') newline G.add_edge(' men ',' old ') newline G.add_edge(' cups ',' yellow ') newline G.has_edge(' boys ',' young ') newline G.has_edge(' water ',' gleaming ') newline"
"small animal sculpted green bushes . people ride together . how is bushes ? does people are ?","G.add_edge(' animal ',' sculpted ') newline G.add_edge(' animal ',' small ') newline G.add_edge(' bushes ',' green ') newline G.add_edge(' people ',' together ',action=' ride ') newline G.add_edge(' people ',' ride ') newline G.has_edge(' bushes ',' green ') newline G.has_edge(' people ',' are ') newline"
"up rides hid rickshaw . people watching laptop .","G.add_edge(' rides ',' rickshaw ',action=' hid ') newline G.add_edge(' rides ',' hid ') newline G.add_edge(' people ',' laptop ',action=' watching ') newline G.add_edge(' people ',' watching ') newline"
"converse another walks down . is there a relation between converse and down ?","G.add_edge(' converse ',' down ',action=' walks ') newline G.add_edge(' converse ',' walks ') newline G.has_edge(' converse ',' down ') newline"
"elderly woman wearing dark sunglasses . left hand pushed large ice . military man playing makeshift drums . how is sunglasses ? how is drums ?","G.add_edge(' woman ',' wearing ') newline G.add_edge(' woman ',' elderly ') newline G.add_edge(' sunglasses ',' dark ') newline G.add_edge(' hand ',' pushed ') newline G.add_edge(' hand ',' left ') newline G.add_edge(' ice ',' large ') newline G.add_edge(' man ',' playing ') newline G.add_edge(' man ',' military ') newline G.add_edge(' drums ',' makeshift ') newline G.has_edge(' sunglasses ',' dark ') newline G.has_edge(' drums ',' makeshift ') newline"
"snowboarder a jumping off . another guy mowing lawn . helmeted people are rowing . does guy playing ?","G.add_edge(' snowboarder ',' off ',action=' jumping ') newline G.add_edge(' snowboarder ',' jumping ') newline G.add_edge(' guy ',' lawn ',action=' mowing ') newline G.add_edge(' guy ',' mowing ') newline G.add_edge(' people ',' are ') newline G.add_edge(' people ',' helmeted ') newline  G.has_edge(' guy ',' playing ') newline"
"tiara applying makeup . white dogs wearing open-topped racing . how is racing ?","G.add_edge(' tiara ',' makeup ',action=' applying ') newline G.add_edge(' tiara ',' applying ') newline G.add_edge(' dogs ',' wearing ') newline G.add_edge(' dogs ',' white ') newline G.add_edge(' racing ',' open-topped ') newline G.has_edge(' racing ',' open-topped ') newline"
"the snow covered mountains .","G.add_edge(' snow ',' mountains ',action=' covered ') newline G.add_edge(' snow ',' covered ') newline"
"blind woman holding bare hands . a boy watching baby . a player wipes face . does boy watching ?","G.add_edge(' woman ',' holding ') newline G.add_edge(' woman ',' blind ') newline G.add_edge(' hands ',' bare ') newline G.add_edge(' boy ',' baby ',action=' watching ') newline G.add_edge(' boy ',' watching ') newline G.add_edge(' player ',' face ',action=' wipes ') newline G.add_edge(' player ',' wipes ') newline G.has_edge(' boy ',' watching ') newline"
"with backs while facing cotton . hands with stretched out . does hands stretched ?","G.add_edge(' backs ',' cotton ',action=' facing ') newline G.add_edge(' backs ',' facing ') newline G.add_edge(' hands ',' out ',action=' stretched ') newline G.add_edge(' hands ',' stretched ') newline G.has_edge(' hands ',' stretched ') newline"
"red hat playing electric guitar . asian man carrying prizes .","G.add_edge(' hat ',' playing ') newline G.add_edge(' hat ',' red ') newline G.add_edge(' guitar ',' electric ') newline G.add_edge(' man ',' carrying ') newline G.add_edge(' man ',' asian ') newline "
"a photo another looks down . is there a relation between photo and down ?","G.add_edge(' photo ',' down ',action=' looks ') newline G.add_edge(' photo ',' looks ') newline G.has_edge(' photo ',' down ') newline"
"a woman on is jogging . gray cap puts lip . how is cap ? how is lip ?","G.add_edge(' woman ',' jogging ',action=' is ') newline G.add_edge(' woman ',' is ') newline G.add_edge(' cap ',' puts ') newline G.add_edge(' cap ',' gray ') newline  G.has_edge(' cap ',' gray ') newline "
"young man is black biking .","G.add_edge(' man ',' is ') newline G.add_edge(' man ',' young ') newline G.add_edge(' biking ',' black ') newline"
"water holding up . teams playing football . is there a relation between water and up ? does teams take ?","G.add_edge(' water ',' up ',action=' holding ') newline G.add_edge(' water ',' holding ') newline G.add_edge(' teams ',' football ',action=' playing ') newline G.add_edge(' teams ',' playing ') newline G.has_edge(' water ',' up ') newline G.has_edge(' teams ',' take ') newline"
"red dress wearing dark sunglasses . how is sunglasses ?","G.add_edge(' dress ',' wearing ') newline G.add_edge(' dress ',' red ') newline G.add_edge(' sunglasses ',' dark ') newline G.has_edge(' sunglasses ',' dark ') newline"
"a man with sprinkles seasonings . white dress hanging blue laundry . how is dress ? how is laundry ?","G.add_edge(' man ',' seasonings ',action=' sprinkles ') newline G.add_edge(' man ',' sprinkles ') newline G.add_edge(' dress ',' hanging ') newline G.add_edge(' dress ',' white ') newline G.add_edge(' laundry ',' blue ') newline G.has_edge(' dress ',' white ') newline G.has_edge(' laundry ',' blue ') newline"
"green truck hauling military vehicles . red helmet is black biking . how is vehicles ? how is biking ?","G.add_edge(' truck ',' hauling ') newline G.add_edge(' truck ',' green ') newline G.add_edge(' vehicles ',' military ') newline G.add_edge(' helmet ',' is ') newline G.add_edge(' helmet ',' red ') newline G.add_edge(' biking ',' black ') newline G.has_edge(' vehicles ',' military ') newline G.has_edge(' biking ',' black ') newline"
"snowboarders do amazing tricks . another women playing volleyball . how is snowboarders ? how is tricks ?","G.add_edge(' snowboarders ',' do ') newline  G.add_edge(' tricks ',' amazing ') newline G.add_edge(' women ',' volleyball ',action=' playing ') newline G.add_edge(' women ',' playing ') newline  G.has_edge(' tricks ',' amazing ') newline"
"another man giving thumb .","G.add_edge(' man ',' thumb ',action=' giving ') newline G.add_edge(' man ',' giving ') newline"
"for people making in line . girl a jumps rope . is there a relation between people and line ?","G.add_edge(' people ',' line ',action=' making ') newline G.add_edge(' people ',' making ') newline G.add_edge(' girl ',' rope ',action=' jumps ') newline G.add_edge(' girl ',' jumps ') newline G.has_edge(' people ',' line ') newline"
"young women playing female volleyball . male players go head-to-head . young men are yellow bike .","G.add_edge(' women ',' playing ') newline G.add_edge(' women ',' young ') newline G.add_edge(' volleyball ',' female ') newline G.add_edge(' players ',' go ') newline G.add_edge(' players ',' male ') newline  G.add_edge(' men ',' are ') newline G.add_edge(' men ',' young ') newline G.add_edge(' bike ',' yellow ') newline"
"on steps leading down . of teenagers withdraw money . is there a relation between steps and down ?","G.add_edge(' steps ',' down ',action=' leading ') newline G.add_edge(' steps ',' leading ') newline G.add_edge(' teenagers ',' money ',action=' withdraw ') newline G.add_edge(' teenagers ',' withdraw ') newline G.has_edge(' steps ',' down ') newline"
"dark shirt heats giant metal .","G.add_edge(' shirt ',' heats ') newline G.add_edge(' shirt ',' dark ') newline G.add_edge(' metal ',' giant ') newline"
"young man gathers yellow paper .","G.add_edge(' man ',' gathers ') newline G.add_edge(' man ',' young ') newline G.add_edge(' paper ',' yellow ') newline"
"white shirt eating present something . fruit laid out . sweatshirt in holds up . does sweatshirt holds ?","G.add_edge(' shirt ',' eating ') newline G.add_edge(' shirt ',' white ') newline G.add_edge(' something ',' present ') newline G.add_edge(' fruit ',' out ',action=' laid ') newline G.add_edge(' fruit ',' laid ') newline G.add_edge(' sweatshirt ',' up ',action=' holds ') newline G.add_edge(' sweatshirt ',' holds ') newline G.has_edge(' sweatshirt ',' holds ') newline"
"petronas racing yellow car . young guy wearing orange glasses . the girls prepare food . how is guy ? how is glasses ?","G.add_edge(' petronas ',' racing ') newline  G.add_edge(' car ',' yellow ') newline G.add_edge(' guy ',' wearing ') newline G.add_edge(' guy ',' young ') newline G.add_edge(' glasses ',' orange ') newline G.add_edge(' girls ',' food ',action=' prepare ') newline G.add_edge(' girls ',' prepare ') newline G.has_edge(' guy ',' young ') newline G.has_edge(' glasses ',' orange ') newline"
"black helmet gets cold air . hats serving food . how is air ? does hats walk ?","G.add_edge(' helmet ',' gets ') newline G.add_edge(' helmet ',' black ') newline G.add_edge(' air ',' cold ') newline G.add_edge(' hats ',' food ',action=' serving ') newline G.add_edge(' hats ',' serving ') newline G.has_edge(' air ',' cold ') newline G.has_edge(' hats ',' walk ') newline"
"a man while doing something .","G.add_edge(' man ',' something ',action=' doing ') newline G.add_edge(' man ',' doing ') newline"
"gentleman by attempting repairs . does gentleman attempting ?","G.add_edge(' gentleman ',' repairs ',action=' attempting ') newline G.add_edge(' gentleman ',' attempting ') newline G.has_edge(' gentleman ',' attempting ') newline"
"a woman while walking down . child while working outside . room both wearing batman . is there a relation between woman and down ? does child is ? does room playing ?","G.add_edge(' woman ',' down ',action=' walking ') newline G.add_edge(' woman ',' walking ') newline G.add_edge(' child ',' outside ',action=' working ') newline G.add_edge(' child ',' working ') newline G.add_edge(' room ',' batman ',action=' wearing ') newline G.add_edge(' room ',' wearing ') newline G.has_edge(' woman ',' down ') newline G.has_edge(' child ',' is ') newline G.has_edge(' room ',' playing ') newline"
"gentleman showing pride . is there a relation between gentleman and pride ?","G.add_edge(' gentleman ',' pride ',action=' showing ') newline G.add_edge(' gentleman ',' showing ') newline G.has_edge(' gentleman ',' pride ') newline"
"of people going up . navy colored sweater . woman squats down . does people sitting ?","G.add_edge(' people ',' up ',action=' going ') newline G.add_edge(' people ',' going ') newline G.add_edge(' navy ',' sweater ',action=' colored ') newline G.add_edge(' navy ',' colored ') newline G.add_edge(' woman ',' down ',action=' squats ') newline G.add_edge(' woman ',' squats ') newline G.has_edge(' people ',' sitting ') newline"
"young boy plays incoming baseball . how is boy ? how is baseball ?","G.add_edge(' boy ',' plays ') newline G.add_edge(' boy ',' young ') newline G.add_edge(' baseball ',' incoming ') newline G.has_edge(' boy ',' young ') newline G.has_edge(' baseball ',' incoming ') newline"
"older gentleman plays outdoor music . young women playing female softball . how is gentleman ? how is music ?","G.add_edge(' gentleman ',' plays ') newline G.add_edge(' gentleman ',' older ') newline G.add_edge(' music ',' outdoor ') newline G.add_edge(' women ',' playing ') newline G.add_edge(' women ',' young ') newline G.add_edge(' softball ',' female ') newline G.has_edge(' gentleman ',' older ') newline G.has_edge(' music ',' outdoor ') newline"
"the grass looking huts . is there a relation between grass and huts ?","G.add_edge(' grass ',' huts ',action=' looking ') newline G.add_edge(' grass ',' looking ') newline G.has_edge(' grass ',' huts ') newline"
"man behind prepares food . a laundry hanging out . young people taking formal pictures . is there a relation between man and food ? does laundry gets ? how is pictures ?","G.add_edge(' man ',' food ',action=' prepares ') newline G.add_edge(' man ',' prepares ') newline G.add_edge(' laundry ',' out ',action=' hanging ') newline G.add_edge(' laundry ',' hanging ') newline G.add_edge(' people ',' taking ') newline G.add_edge(' people ',' young ') newline G.add_edge(' pictures ',' formal ') newline G.has_edge(' man ',' food ') newline G.has_edge(' laundry ',' gets ') newline G.has_edge(' pictures ',' formal ') newline"
"young people riding few bikes . couple holding hands .","G.add_edge(' people ',' riding ') newline G.add_edge(' people ',' young ') newline G.add_edge(' bikes ',' few ') newline G.add_edge(' couple ',' hands ',action=' holding ') newline G.add_edge(' couple ',' holding ') newline"
